FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate DOUBLE,SingleExemp,ChildExemp
Leopold,Hochsprung,612,138-1207,GOODRIDGE,MN,56725,S,Y,69000,7.85,3300,3300
Armand,Beimel,360,174-1123,WAPATO,WA,98951,M,Y,62500,0.0,0,0
Cornelis,Arizio,585,167-1051,PENFIELD,NY,14526,M,N,86500,4.4547257,0,0
Hanna,Kopanas,614,123-1979,DAYTON,OH,45418,M,Y,15000,1.0439488,0,1300
Galal,Grandage,910,138-1946,CEDAR GROVE,NC,27231,S,N,58500,6.95979,3300,0
Lijing,Keay,406,137-1613,WHITLASH,MT,59545,M,N,55500,6.9,0,0
Sreenath,Purao,939,163-1899,LAS PIEDRAS,PR,771,M,N,52500,0.0,0,0
Ives,Nador,724,156-1920,NORTHAMPTON,PA,18067,S,Y,20000,3.07,0,0
Yoshimi,Cakir,425,178-1940,PORT ANGELES,WA,98363,M,Y,45500,0.0,0,0
Nam,Shumilov,435,152-1021,ALMONT,NV,84604,S,N,32000,7.0,2475,0
Remy,Mergen,401,141-1479,PAWTUCKET,RI,2861,S,Y,55000,0.0,0,0
Hachidai,Qureshi,405,133-1089,CACHE-typoHARTMAN,IA,73527,M,Y,2000,1.1388888,0,1000
Prabandham,Schmedding,321,115-1145,CLEWISTON,FL,33440,M,Y,13000,0.0,0,0
Tomonobu,Birchall,251,130-1448,DEER PARK,AL,36529,S,Y,500,2.0,1500,300
Torleiv,Rapp,907,144-1251,NONDALTON,AK,99640,S,N,23000,0.0,0,0
Damien,Bloedorn,405,177-1261,MARAMEC,OK,74045,S,N,35500,6.25,1000,0
Shyue,Becraft,501,182-2075,LOWELL,AR,72745,M,Y,98500,7.0,0,20
Gero,Jambor,310,171-1906,SANTA BARBARA,CA,93150,S,N,98000,9.3,87,0
Prithviraj,Boersma,907,185-1707,COFFMAN COVE,AK,99918,S,N,17000,0.0,0,0
Sami,Goti,501,148-1573,LITTLE ROCK,AR,72260,M,Y,48500,7.0,0,20
Assaf,Serre,304,129-1906,MOUNT GAY,WV,25637,S,Y,13500,3.245,2000,2000
Akiro,Vutukuru,803,197-1780,HILTON HEAD ISLAND,SC,29926,M,N,43500,7.0,0,0
Sanjai,Bus,201,192-1670,ALMONT,IA,7844,S,N,46500,1.8179271,1000,0
Yamine,Merckt,304,145-1894,ANAWALT,WV,24808,S,N,71000,6.5,2000,0
Farahangiz,Twidale,980,149-1135,ELLENBORO,NC,28040,S,Y,40500,6.5821676,3300,3300
Santanu,Schulman,719,164-1235,COLORADO SPRINGS,CO,80916,S,Y,68000,4.63,0,0
Tremaine,Giese,907,117-2073,TRAPPER CREEK,AK,99683,S,N,33500,0.0,0,0
Weixiong,Dongha,304,118-1749,PENCE SPRINGS-typoNORTH FORT MYERS,WV-typoGA,24962,M,N,64000,6.5,0,0
Rami,Worz,571,176-1374,DULLES,VA,20103,M,N,99500,5.75,0,0
Garnet,Yamauchi,231,152-1047,SOUTH HAVEN,MI,49090,S,N,28500,3.9,3100,0
Loius,Ragunath,605,167-1419,COLMAN,SD,57017,M,N,50500,0.0,0,0
Juro,Peuto,612,145-1615,LANESBORO,MN,55949,S,Y,78000,7.85,3300,3300
Jereon,Thebaut,651,161-1860,GOODRIDGE,MN,56725,M,N,96500,7.85,0,0
Tsuneo,Fitschen,706,152-1055,ATLANTA,GA,30364,M,Y,15000,6.0,0,3000
Rosaria,Wijshoff,435,165-1809,FIELDING,UT,84311,M,Y,79500,7.0,0,2475
Bal,Wolniewicz,802,173-1411,MADISON LAKE,VT-typoNV,5470,M,Y,98000,4.954881,0,3300
Yiannakis,Gofman,360,114-2052,DUVALL,WA,98019,M,N,46000,0.0,0,0
Ausif,Arbib,863,182-1080,MINNEOLA,FL,34755,S,Y,34500,0.0,0,0
Mariangiola,Trehel,801,181-1448,OGDEN,UT,84402,S,N,60000,7.0,2475,0
Hiroomi,Kieras,715,194-1764,RICE LAKE,WI,54868,S,Y,75000,5.7495394,700,400
Elaine,Keates,402,193-1083,BELDEN,NE,68717,S,Y,71500,6.84,103,103
Rajib,Mindt,502,123-1758,NORTH FORT MYERS,NV,40823,S,Y,10500,2.4166667,20,20
Hidetoshi,Birchard,208,136-1017,LETHA,ID,83636,M,Y,13000,4.9613023,0,3300
Oystein,Hartrumpf,985,143-1795,EVANS,LA,70639,M,N,32500,6.0,0,0
Kouji,Syme,503,159-1035,CENTRAL POINT,OR,97502,M,Y,50000,9.0,0,159
Elsa,Amsterdam,850,152-1901,DUNEDIN,FL,34698,M,Y,26000,0.0,0,0
Devindra,Yokomori,302,175-1168,NEWARK,DE,19716,S,Y,25000,3.5636363,110,110
Randolph,Doushou,208,112-1820,POST FALLS,ID,83877,S,N,90500,7.8,3300,0
Akmal,Schlee,775,186-1736,CAL NEV ARI,NV,89039,S,Y,84000,0.0,0,0
Kshitij,Morrin,973,154-1278,NEWARK,NJ,7103,S,N,13000,1.4,1000,0
Shuichi,Eshraghian,731,158-1711,BELVIDERE,TN,37306,S,Y,61000,0.0,0,0
Kavindra,Subbalakshmi,828,111-1899,WARRENTON,NC,27589,S,N,46000,6.6975527,3300,0
Yahong,Abrahao,302,109-1330,NEWARK-typoMADISON LAKE,WV,19712,S,Y,58500,5.8477273,110,110
Dorbin,Togni,435,104-1531,PAYSON-typoMADISON LAKE,CT,84651,S,N,92000,7.0,2475,0
Niv,Muldowney,808,147-1542,HONOLULU,HI,96837,S,N,36000,7.5289474,1040,0
Horward,Pflugrad,603,185-1720,ENFIELD CENTER,NH,3749,M,Y,81000,0.0,0,0
Yali,Spinner,828,132-1115,PINETOWN,NC,27865,M,Y,65000,7.0961537,0,3300
Kristine,Maclin,773,142-2059,MAKANDA,IL,62958,M,Y,15500,3.0,0,2000
Joao,Talmon,256,147-1590,MOBILE,AL,36622,M,Y,36500,5.0,0,300
Woody,Gabbrieli,208,145-1881,HEYBURN,ID,83336,M,Y,51500,7.8,0,3300
Chandana,Cliff,815,124-1499,CRYSTAL LAKE,IL,60012,M,N,80500,3.0,0,0
Kow,Eichholz,228,179-2044,MC CARLEY,MS,38943,S,N,56000,5.0,6000,0
Horacio,Kovalyov,939,140-2012,CAGUAS,PR,727,S,Y,81000,0.0,0,0
Tricia,Bruck,702,137-1419,GOLCONDA,NV,89414,M,N,52500,0.0,0,0
Lauro,Maggini,321,138-1243,SAINT AUGUSTINE,FL,32085,M,N,87000,0.0,0,0
ICT,Vrancken,413,113-1041,BURLINGTON,MA,1805,S,Y,95000,5.3,3575,1000
Kozo,Pelletreau,478,177-1381,CONCORD,GA,30206,M,Y,59000,6.0,0,3000
Lukas,Glynn,610,112-1910,GIFFORD,PA,16732,S,Y,41500,3.07,0,0
Kristy,Palacios,401,100-1575,WEST KINGSTON,RI,2892,S,N,46500,0.0,0,0
Soma,Poulin,801,174-1242,GLENDALE,UT,84729,M,N,27500,7.0,0,0
Ida,Dan,775,183-1033,SPARKS,NV,89435,S,N,20500,0.0,0,0
Maokai,Zirintsis,952,105-1233,LA VETA,GA,56110,M,Y,67000,7.8307896,0,3300
Changsheng,Ying,417,137-2007,COOTER,MO,63839,S,N,31500,6.0,2100,0
Shinji,Biedassek,985,113-1715,TALLULAH,LA,71282,S,N,68000,6.0,4500,0
Vahid,Aucsmith,319,126-1802,ALMONT,WV,52326,S,N,89000,8.98,40,0
Yanqiang,Horiuchi,971,120-1188,SAINT HELENS,OR,97051,M,N,32000,9.0,0,0
Teresa,Carro,970,114-1802,AKRON,CO,80720,M,N,69000,4.63,0,0
Bindu,Cromarty,334,186-1100,WEST BLOCTON,AL,35184,S,Y,76000,5.0,1500,300
Krishnamurthi,Tepfenhart,202,173-1043,WASHINGTON,DC,20001,S,N,44000,9.0,1370,0
Ashish,Marrevee,303,128-1296,FLORENCE,CO,81226,S,N,79000,4.63,0,0
Sherwood,Goad,708,189-1863,ADAIR,IL,61411,M,N,87500,3.0,0,0
Qiuhui,Goubault,256,139-1538,FOREST HOME,AL,36030,M,Y,1500,3.2,0,300
Pat,Riza,787,144-2059,CAGUAS,PR,727,M,Y,89500,0.0,0,0
Ziya,Wijk,918,121-1615,CORN,OK,73024,M,N,86000,6.25,0,0
Marino,Gosh,720,181-1016,COPE,CO,80812,M,N,16000,4.63,0,0
Tibor,Buzato,361,151-1176,PLUM,TX,78952,M,Y,71500,0.0,0,0
Cay,Ainhirn,302,189-1664,WILMINGTON,DE,19885,S,N,88000,5.95,110,0
Isambo,Hanratty,228,193-2075,PANTHER BURN,MS,38765,M,Y,74500,5.0,0,1500
Manica,Jullig,351,185-1663,BOSTON,MA,2196,S,N,29500,5.3,3575,0
Pilar,Kleftouris,763,186-1565,HOLLOWAY,MN,56249,M,N,8500,5.35,0,0
Aad,Anupam,605,176-1795,SIOUX FALLS,SD,57198,S,N,5500,0.0,0,0
Gwendal,Sartini,610,158-1361,GRASSFLAT,PA,16839,S,Y,49000,3.07,0,0
Thiel,Truffet,701,170-1327,WEST FARGO,ND,58078,S,N,40500,2.2251961,3300,0
Pino,Aboulnaga,207,100-1369,PITTSFIELD,ME,4967,S,Y,34000,8.5,2850,2850
Taegyun,Palaniappan,603,166-2053,SALISBURY,NH,3268,S,N,72000,0.0,0,0
Atul,O'Young,302,135-1693,SAINT GEORGES,DE,19733,M,Y,75000,5.95,0,110
Ross,Diener,843,135-1690,LONGS,SC,29568,M,N,37000,7.0,0,0
Marghny,Brightwell,973,163-1164,HAMBURG,NJ,7419,M,N,51500,1.8967812,0,0
Praful,Fujisawa,813,157-1675,PALM BEACH GARDENS,FL,33410,S,Y,16000,0.0,0,0
Ult,Meddes,339,157-1357,WEST HYANNISPORT,MA,2672,M,N,22000,5.3,0,0
Brice,Hofmeyr,502,108-1280,FRANKLIN,KY,42134,M,N,4000,2.0555556,0,0
Bianka,Zhongzhi,205,194-1945,RIVERSIDE,AL,35135,M,Y,95500,5.0,0,300
Guiseppe,Vittorini,724,193-1001,EAGLES MERE,PA,17731,S,N,83000,3.07,0,0
Simant,Lakshminarasimhan,224,146-1533,RICHTON PARK,IL,60471,S,Y,87000,3.0,2000,2000
Kiyomitsu,Schweikhardt,405,140-1708,EAGLETOWN,OK,74734,S,N,13000,6.25,1000,0
Sukemitsu,Polishjuk,260,124-1436,DUNKIRK,IN,47336,S,N,22500,3.4,1000,0
Roberta,Berstis,219,109-1284,PEKIN,IN,47165,M,Y,80000,3.4,0,1000
Abdelhak,Crelier,307,181-1375,YODER,WY,82244,M,Y,82000,0.0,0,0
Maheswara,Balcazar,815,102-1413,CENTRALIA,IL,62801,S,Y,86000,3.0,2000,2000
Michelle,Cassell,406,171-1724,ESSEX,MT,59916,S,N,38000,6.9,1900,0
Houria,McCann,731,182-1261,ROGERSVILLE,TN,37857,M,Y,73000,0.0,0,0
Ludmila,Sillion,610,111-1246,SHADE GAP,PA,17255,M,N,70000,3.07,0,0
Marnix,Chweh,856,183-1427,MONROEVILLE-typoNORTH FORT MYERS,NJ-typoIA,8343,S,Y,83000,2.3935623,1000,1500
Noppanunt,Fussichen,605,122-1935,CHANCELLOR,SD,57015,S,Y,80500,0.0,0,0
Susannne,Junet,971,146-1475,MILL CITY-typoMADISON LAKE,WV,97360,S,N,38000,9.0,159,0
Tzyh,Kagiwada,847,128-1427,KANE,IL,62054,S,N,38000,3.0,2000,0
Seema,Freburger,952,108-2059,MONTICELLO-typoNORTH FORT MYERS,CT,55588,S,Y,77000,7.85,3300,3300
Peichen,Mallach,603,118-1180,NEWFIELDS-typoLA VETA,IA,3856,S,Y,41000,0.0,0,0
Luai,Torelli,504,151-1112,MONTEGUT,LA,70377,S,Y,21500,4.88,4500,1000
Margareta,Boujemaa,318,195-1714,NEW ORLEANS,LA,70182,M,Y,63500,6.0,0,1000
Mybrid,Tibblin,208,129-1146,BOISE,ID,83719,M,N,34500,7.8,0,0
Stijn,Selvestrel,646,117-1624,BARKER,NY,14012,M,N,89000,4.4692073,0,0
Sibyl,Schick,801,185-1716,HARTMAN,UT-typoNV,84091,S,N,86500,7.0,2475,0
Geunbae,Chikaraishi,860,116-1857,NORTH WESTCHESTER,CT,6474,S,Y,66000,5.0,12750,0
Candida,Mitzner,515,120-1337,SPERRY,IA,52650,S,Y,20000,3.2516527,40,40
Tetsushi,McCall,580,195-1245,GROVE-typoNORTH FORT MYERS,MI,74345,M,N,53000,6.25,0,0
Soma,Lalonde,224,143-1583,BLOOMINGTON,IL,61702,S,Y,16000,3.0,2000,2000
Uisok,Orleans,302,197-2044,FRANKFORD,DE,19945,M,Y,78000,5.95,0,110
Mandira,Bracchi,618,140-1926,WHEATON,IL,60189,M,Y,83500,3.0,0,2000
Padraig,Clares,939,146-1869,SAN JUAN,PR,908,M,Y,500,0.0,0,0
Ahwin,Thiem,801,146-2034,CANNONVILLE,UT,84718,M,N,5000,7.0,0,0
Jarmo,Reischert,586,175-1183,LITCHFIELD,MI,49252,S,Y,74000,3.9,3100,3100
Elif,Drettakis,308,196-1269,KIMBALL,NE,69145,M,N,6000,3.199336,0,0
Spencer,Setiz,573,111-1408,DUNNEGAN,MO,65640,S,Y,1500,1.78125,2100,1200
Subra,Babel,307,180-1111,RIVERTON,WY,82501,M,N,65500,0.0,0,0
Jaroslav,Gill,580,102-1733,PITTSBURG,OK,74560,M,N,58500,6.25,0,0
Eleftherios,Wotawa,802,162-1883,DANBY,VT,5739,S,Y,71000,4.4177036,3300,3300
Avigdor,Falmagne,202,180-1761,WASHINGTON,DC,20558,S,N,24000,7.6499996,1370,0
Devillers,Dami,401,175-1111,WARWICK,RI,2889,S,Y,15000,0.0,0,0
Chetan,Landherr,860,142-1489,THOMASTON,CT,6787,S,Y,26000,5.0,12750,0
Yingxu,Caprasse,401,188-1609,RIVERSIDE,RI,2915,M,N,23500,0.0,0,0
Xing,Gikas,602,182-1482,MESA-typoHARTMAN,AZ-typoGA,85214,S,Y,13500,2.92425,2100,2300
Hongen,Chomsky,580,192-2076,CLAREMORE,OK,74019,M,Y,38000,6.25,0,1000
Syed,Holenderski,910,142-1012,WINGATE,NC,28174,M,N,90000,7.6206293,0,0
Sairam,Cannard,865,151-1887,SMYRNA,TN,37167,M,Y,41500,0.0,0,0
Mara,Hensel,270,106-1205,WHITE PLAINS,KY,42464,M,N,24500,3.1944444,0,0
Narsingh,Halpern,801,135-1123,LA VETA,UT-typoCT,84111,S,N,20000,7.0,2475,0
Ned,Businaro,202,158-1331,WASHINGTON-typoMADISON LAKE,DC-typoIA,20572,M,Y,3500,4.5,0,1370
Haruhiko,Kemmerer,803,107-1816,ROWESVILLE,SC,29133,M,Y,21000,7.0,0,3300
Souji,Brunn,228,122-1342,CHARLESTON,MS,38921,S,N,93000,5.0,6000,0
Liao,Pietracaprina,307,189-1007,MOOSE,WY,83012,S,Y,59000,0.0,0,0
Sinikka,Plug,316,194-1654,EMPORIA,KS,66801,S,N,6500,3.5,2250,0
Jaan,Lindqvist,443,153-1162,ANNAPOLIS,MD,21412,M,N,70000,4.75,0,0
Chagit,Giunchiglia,203,152-1521,BETHANY,CT,6524,S,N,85000,5.0,12750,0
Gila,Stolboushkin,701,191-1156,WASHBURN,ND,58577,S,N,83000,2.717867,3300,0
Vilena,Pecuchet,907,158-1324,AUKE BAY-typoLA VETA,AK-typoGA,99821,M,N,10000,0.0,0,0
Suprakash,Ungar,205,149-1870,BIRMINGHAM-typoALMONT,AL-typoWV,35249,M,N,73000,5.0,0,0
Zane,Rajanarayanan,202,144-1550,WASHINGTON,DC,20395,M,N,60500,9.0,0,0
Altug,Ozeri,870,104-1577,PINE BLUFF,AR,71611,S,Y,87000,7.0,20,20
Burra,Ullian,947,124-1431,SOUTHFIELD,MI,48086,M,Y,55500,3.9,0,3100
Yezdezard,Figueira,507,148-1631,DANUBE,MN,56230,M,N,41500,6.470064,0,0
Emilian,Leuschel,939,172-1335,SAN JUAN,PR,901,M,Y,12000,0.0,0,0
Yakkov,Samadani,308,162-1544,MADISON LAKE,GA,68788,S,N,16000,4.97527,103,0
Sadamu,Dhagat,770,180-1666,STONE MOUNTAIN,GA,30086,S,Y,87500,6.0,2700,3000
Ngoc,Jameel,816,160-1492,CLEVELAND,MO,64734,S,Y,68500,6.0,2100,1200
Antoon,Hancart,260,144-1857,HAMMOND,IN,46323,S,N,80500,3.4,1000,0
Celena,Camarinopoulos,603,182-1678,NEWFIELDS,NH,3856,M,N,90500,0.0,0,0
Julian,Posthoff,769,115-1875,VARDAMAN,MS,38878,M,Y,38500,5.0,0,1500
Arlindo,Lotkin,802,142-1987,STRAFFORD,VT,5072,S,N,92500,4.845456,3300,0
Hidayatullah,Milicic,636,198-1538,KANSAS CITY,MO,64127,M,N,83500,6.0,0,0
Ragnar,Dalphin,505,107-1029,SANTA ROSA,NM,88435,S,Y,59500,5.3,3300,3300
Vir,Ashley,907,168-1509,TALKEETNA,AK,99676,M,Y,87500,0.0,0,0
Huican,Lipper,505,163-1627,CHAMISAL,NM,87521,S,N,72000,5.3,3300,0
Heidrun,Drach,270,108-1924,EDDYVILLE,KY,42038,M,N,28000,3.3888888,0,0
Zhengyou,Condamines,585,169-1272,HILLBURN,NY,10931,S,Y,66000,4.3359756,0,1000
Grover,Nakatake,312,103-1553,TEUTOPOLIS,IL,62467,S,N,54500,3.0,2000,0
Jimena,Dou,904,142-1312,FORT WALTON BEACH,FL,32548,S,Y,37000,0.0,0,0
Msaki,Iwanuma,434,169-1125,MAIDENS,VA,23102,M,N,27000,5.75,0,0
Amane,d'Abreu,309,193-1256,BULPITT,IL,62517,M,Y,87500,3.0,0,2000
Jerold,Kotani,918,145-1088,PAOLI,OK,73074,M,Y,1500,0.8194444,0,1000
Hakon,Isaksen,947,122-1316,DETROIT,MI,48242,M,N,84500,3.9,0,0
Tibor,Lukose,864,171-1474,CHAPIN,SC,29036,S,N,37000,7.0,3300,0
Sujoy,Gohring,571,179-1104,HARTMAN,CT,24248,M,N,7500,3.205357,0,0
Jingyuan,Karl,828,171-1697,FAYETTEVILLE,NC,28302,M,Y,32500,6.4143357,0,3300
Xiaohan,Matuschka,860,194-1204,NEW BRITAIN,CT,6051,S,N,500,3.0,12750,0
Yoshi,Lienert,910,111-1167,FAIRMONT,NC,28340,S,Y,28500,6.3304195,3300,3300
Shyamala,Lebrave,815,165-1532,ORION,IL,61273,S,N,87000,3.0,2000,0
Tader,Pinkal,904,117-1134,CASSELBERRY-typoMADISON LAKE,FL-typoWV,32718,S,Y,37500,0.0,0,0
Sahibsingh,Chengzheng,603,128-2086,CENTER STRAFFORD,NH,3815,S,N,63500,0.0,0,0
Eleanor,Dass,605,165-1228,MUD BUTTE,SD,57758,S,N,84500,0.0,0,0
Kouji,Diz,939,138-1803,AGUADA,PR,602,S,N,96000,0.0,0,0
Srinivasa,Milgram,302,146-1501,DOVER,DE,19901,M,N,62500,5.95,0,0
Costantine,Redon,503,199-1541,INDEPENDENCE-typoMADISON LAKE,WV,97351,S,Y,500,5.0,159,159
Chunming,Bruni,443,149-1574,NEW MARKET,MD,21774,S,Y,62000,4.75,2400,2400
Ganapathy,Podgurski,203,144-1268,BRISTOL,CT,6011,M,Y,36500,5.0,0,0
Iqbal,Rousset,503,194-1223,CLOVERDALE,OR,97112,M,N,33000,9.0,0,0
Surjatini,Gladman,551,194-1794,SEWAREN,NJ,7077,M,Y,90000,2.5039582,0,1500
Shashin,Kari,505,162-1419,TYRONE,NM,88065,M,N,65500,5.3,0,0
Zhiqun,Beuter,956,124-1484,BROOKELAND,TX,75931,S,Y,44000,0.0,0,0
Moktar,Berc,734,119-1395,FRASER,MI,48026,S,Y,74500,3.9,3100,3100
Marcella,Haugan,860,139-1974,MERIDEN,CT,6454,M,N,64000,5.0,0,0
Karan,Benedek,301,171-1932,BALTIMORE,MD,21211,M,N,82500,4.75,0,0
Atro,Ketz,769,183-1546,SATARTIA,MS,39162,S,Y,81500,5.0,6000,1500
Joonwon,Anastasakis,617,182-1050,WORCESTER,MA,1601,M,Y,71000,5.3,0,1000
Shigeyyoshi,Goerigk,918,132-1604,MOORELAND,OK,73852,M,Y,35500,6.25,0,1000
Michi,Normoyle,302,193-1364,WILMINGTON,DE,19810,M,Y,81000,5.95,0,110
Mejar,Karloff,425,127-1376,SEATTLE,WA,98189,M,N,45000,0.0,0,0
Feixiong,Sinicrope,435,103-1865,MOUNT CARMEL,UT,84755,M,N,66000,7.0,0,0
Warwick,Lindgren,406,128-1741,MISSOULA-typoLA VETA,MT-typoNV,59804,S,Y,64000,6.9,1900,1900
Kalyanmoy,Nabli,920,184-1314,HORICON,WI,53032,S,N,5000,4.6,700,0
Amane,Kirkman,401,167-1192,HOPE VALLEY,RI,2832,M,N,11500,0.0,0,0
Danco,Ramaiah,406,115-1231,DAYTON,MT,59914,M,Y,41500,6.9,0,1900
Nasr,Kadobayashi,913,165-1830,ELK CITY,KS,67344,M,Y,69000,6.45,0,2250
Tatsuo,Thacker,973,105-1068,PRINCETON,NJ,8543,M,N,57000,1.9835207,0,0
Bitan,Roure,860,178-1109,WINDHAM,CT,6280,M,N,81000,5.0,0,0
Jihoon,Friedetzky,720,163-1516,FORT COLLINS,CO,80524,M,Y,12000,4.63,0,0
Felex,Corneil,731,175-1866,BLUFF CITY,TN,37618,S,N,88500,0.0,0,0
Gershon,Colotti,909,139-1426,IRVINE,CA,92619,S,N,63000,9.3,87,0
Anirudh,Khetawat,405,138-1585,OMEGA,OK,73764,S,N,76500,6.25,1000,0
Jea,Benner,907,102-1720,BARROW,AK,99723,M,Y,1000,0.0,0,0
Per,Vilar,435,110-1026,PROVO,UT,84602,S,Y,23500,7.0,2475,2475
Tzachi,Polster,580,154-1252,TULSA-typoLA VETA,IA,74158,S,N,75000,6.25,1000,0
Theodor,Sherrell,559,167-1736,SACRAMENTO,CA,94232,M,Y,2500,1.0,0,272
Gregor,Siems,406,184-1419,DILLON,MT,59725,S,N,86500,6.9,1900,0
Starr,Varker,307,140-1596,WESTON,WY,82731,M,Y,18500,0.0,0,0
Tatiana,Allison,939,142-1453,BARRANQUITAS,PR,794,S,Y,6000,0.0,0,0
Venkata,Mikus,859,181-1829,MORGANFIELD,KY,42437,M,Y,71500,5.8055553,0,20
Hiroyuke,Broomell,202,151-1778,WASHINGTON,DC,20069,M,Y,81000,9.0,0,1370
Zhuopeng,Weusten,505,132-1831,LAS VEGAS,NM,87701,S,Y,50000,5.3,3300,3300
Dinesh,Macskassy,541,180-1110,MITCHELL,OR,97750,S,N,3000,5.3589745,159,0
Reimund,Zumaque,985,161-1702,SINGER,LA,70660,M,N,26000,6.0,0,0
Sangman,Tani,501,146-1372,NEW EDINBURG,AR,71660,S,Y,75500,7.0,20,20
Sridhar,Brookner,939,110-1111,HUMACAO,PR,791,S,Y,34500,0.0,0,0
Martha,Klusch,330,198-1189,LIMAVILLE,OH,44640,S,N,50500,2.2223668,1300,0
Reetinder,Moussiaux,405,122-1609,PLATTER,OK,74753,S,N,98000,6.25,1000,0
Junguk,Carboni,769,187-1289,BYHALIA,MS,38611,S,Y,56000,5.0,6000,1500
Anind,Rueda,541,180-1352,SUTHERLIN,OR,97479,M,Y,79500,9.0,0,159
Remmert,Bodek,224,127-1555,WHEATON,IL,60187,S,N,10500,3.0,2000,0
Komei,Aberle,260,185-1465,OSGOOD,IN,47037,M,N,43500,3.4,0,0
Moninder,Waroquier,605,153-1261,SIOUX FALLS,SD,57118,M,Y,46500,0.0,0,0
Mingsen,Pietsch,603,109-1148,NASHUA,NH,3061,S,N,90000,0.0,0,0
Mitsuhisa,Canto,435,132-1793,EAST CARBON,UT,84520,M,Y,72000,7.0,0,2475
Jide,Reenskaug,704,141-1768,BOONE,NC,28607,S,N,77000,7.3479023,3300,0
Banchong,Merani,270,129-1535,BURKESVILLE,KY,42717,S,N,70000,5.7222223,20,0
Shafi,Usoh,207,108-1720,BRADFORD,ME,4410,M,N,28000,8.5,0,0
Mikito,Mitkov,602,173-1014,KEARNY,AZ,85137,S,N,19500,3.0172498,2100,0
Freimut,Zultner,479,183-1351,MALVERN,AR,72104,S,Y,53000,7.0,20,20
Limin,Birjandi,202,128-1936,WASHINGTON,DC,20015,S,N,52000,9.0,1370,0
Yoshikazu,Ludolph,202,152-2027,PARCEL RETURN SERVICE,DC,56944,M,Y,1500,4.5,0,1370
Jeannie,Starovic,206,152-1185,NEAH BAY,WA,98357,S,N,81000,0.0,0,0
Anette,Kokeny,402,155-1806,CONCORD,NE,68728,M,N,23500,6.30722,0,0
Luke,Robson,615,103-1309,ORLINDA,TN,37141,S,N,71000,0.0,0,0
Partick,Tontiwachwuthikul,717,134-1374,MADISON LAKE,PA-typoWV,18249,S,N,84000,3.07,0,0
Corrado,Maggini,951,152-1280,VAN NUYS,CA,91496,S,N,91000,9.3,87,0
Tatsuo,Heydari,479,121-1442,BLACK ROCK,AR,72415,M,Y,62500,7.0,0,20
Deren,Bhuyan,808,111-1980,PAAUILO,HI,96776,M,Y,24500,5.455921,0,1040
Ken'ichi,Hollenbach,307,120-1760,AFTON,WY,83110,S,N,80500,0.0,0,0
Rongdong,Kruseman,312,117-1401,SCOTTVILLE,IL,62683,S,Y,44500,3.0,2000,2000
Clit,Ikehara,701,197-1117,SHERWOOD,ND,58782,S,Y,14500,2.1,3300,3300
Geraldine,Ittner,307,190-1873,CASPER,WY,82601,S,N,64500,0.0,0,0
Naji,Ugol'nikov,787,130-1063,GUAYNABO,PR,971,M,N,14500,0.0,0,0
Jozsef,Zobel,701,159-1532,POWERS LAKE,ND,58773,S,Y,67500,2.538187,3300,3300
Gro,Kalloufi,603,162-1118,CONCORD,NH,3302,M,Y,100000,0.0,0,0
Varsha,Tangiguchi,202,167-2061,WASHINGTON,DC,20426,M,N,93500,9.0,0,0
Vasilios,Carlsson,939,168-1851,CAGUAS,PR,726,M,N,97000,0.0,0,0
Mitesh,Durst,304,145-1217,BRAMWELL,WV,24715,M,N,82500,6.5,0,0
Zhaohui,Heuser,971,162-1139,KERBY,OR,97531,M,Y,69000,9.0,0,159
Muhsen,Koldinger,803,118-2074,COLUMBIA,SC,29222,S,Y,500,2.5,3300,3300
Renuka,Nadig,540,170-1956,SEDLEY,VA,23878,M,N,66000,5.75,0,0
Tarja,Svjatnyi,207,121-1957,EAST WILTON,ME,4234,M,Y,54000,8.5,0,2850
Debashis,Longobardi,351,152-1404,NORTHAMPTON,MA,1060,S,N,68000,5.3,3575,0
Phuoc,Gurd,808,102-1108,CAMP H M SMITH,HI,96861,M,Y,84500,8.25,0,1040
Silvina,Strijk,724,181-1379,HARRISBURG,PA,17107,S,N,21500,3.07,0,0
Hilary,Detkin,201,157-2002,NEWARK,NJ,7193,S,N,64000,2.0939167,1000,0
Wagdy,Dymetman,501,170-1617,CECIL,AR,72930,M,Y,46000,7.0,0,20
Boping,Parashar,586,158-1811,FRANKENMUTH,MI,48734,M,Y,83000,3.9,0,3100
Chaoying,Nerson,701,113-1469,GACKLE,ND,58442,S,Y,68500,2.5497792,3300,3300
Subir,Augusteijn,304,191-1776,BOLT,WV,25817,S,Y,23500,3.9450002,2000,2000
Hajin,Chevallet,256,137-1353,BIRMINGHAM,AL,35297,M,Y,19000,5.0,0,300
Sergei,Basawa,818,128-1539,ANAHEIM,CA,92815,S,Y,15500,3.1674244,87,272
Jie,Zingoni,603,166-1831,AUBURN,NH,3032,S,Y,11000,0.0,0,0
Surata,Vinek,401,194-2048,CUMBERLAND,RI,2864,S,N,32500,0.0,0,0
Sverrir,Lampen,907,108-1394,GAMBELL,AK,99742,S,N,55000,0.0,0,0
Vitor,Qiwen,402,105-1705,FRANKLIN,NE,68939,S,Y,41000,6.84,103,103
Tuval,Mamelak,859,166-1087,FLEMINGSBURG,KY,41041,S,Y,51000,4.666667,20,20
