FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate DOUBLE,SingleExemp,ChildExemp
Bong,Shahrbabaki,856,122-1757,NORTHVALE,NJ,7647,S,N,25500,1.4867395,1000,0
Xiaocong,Habermann,802,187-1650,POWNAL,VT,5261,S,N,95000,4.8951945,3300,0
Annette,Balcer,205,183-1085,ECHOLA,AL,35457,S,Y,36000,5.0,1500,300
Sami,Middleditch,605,171-1000,LAKE NORDEN,SD,57248,S,Y,76500,0.0,0,0
Aidan,Box,801,109-1046,SALINA,UT,84654,S,Y,27000,7.0,2475,2475
Eliahu,Moudgil,406,195-1520,GARRYOWEN,MT,59031,S,Y,95500,6.9,1900,1900
Len,Vinter,843,153-1756,CATAWBA,SC,29704,M,Y,16500,7.0,0,3300
Kevin,Gershman,302,196-1533,WILMINGTON,DE,19893,M,Y,35000,4.245455,0,110
Zvonko,Highland,701,156-1337,YORK,ND,58386,M,Y,88000,2.7758281,0,3300
Laure,Ariyoshi,701,172-1164,REGAN,ND,58477,S,N,68500,2.5497792,3300,0
Lantzos,Benoit,707,157-1735,CLOVIS,CA,93619,M,Y,50000,9.3,0,272
Divesh,Syed,603,192-2046,HAMPTON,NH,3842,S,Y,65000,0.0,0,0
Silviu,Hiromitsu,860,145-1131,PAWCATUCK,CT,6379,M,Y,44000,5.0,0,0
Khakhanian,Leifert,419,130-1351,AMANDA,OH,43102,M,Y,18000,1.1435333,0,1300
Berthe,Shallof,717,120-2088,FARRELL,PA,16121,M,Y,80000,3.07,0,0
Masao,Bittar,917,148-1071,RICHMOND HILL-typoALMONT,NY-typoNV,11418,S,Y,86000,4.4518294,0,1000
Manlio,Travis,505,170-1513,LOS ALAMOS,NM,87545,M,N,20500,5.3,0,0
Saburo,Popien,503,147-1063,OXBOW,OR,97840,S,N,26500,9.0,159,0
Calton,Falvo,517,169-1473,DEARBORN,MI,48124,S,Y,99000,3.9,3100,3100
Miltos,Pero,787,166-1395,NARANJITO,PR,719,S,N,7500,0.0,0,0
Ilana,Barr,719,190-1420,FRASER,CO,80442,S,N,30000,4.63,0,0
Claudi,Uesaka,901,144-1351,LUTTRELL,TN,37779,M,N,57000,0.0,0,0
Srecko,Panagaden,262,196-1251,VIROQUA,WI,54665,S,Y,23000,4.846032,700,400
Ranabir,Guad,848,121-1447,MEDFORD,NJ,8055,M,N,21000,1.4157708,0,0
Kanae,Quadeer,434,172-1398,MAX MEADOWS,VA,24360,M,N,33000,5.75,0,0
Kencheng,Martella,304,171-1419,BOMONT,WV,25030,S,N,100000,6.5,2000,0
Youngkon,Bannelier,608,189-1513,STEUBEN,WI,54657,S,N,33000,5.0197835,700,0
Maitham,Ramras,413,139-1955,WAYLAND,MA,1778,M,N,59500,5.3,0,0
Drago,Shioya,203,174-1637,BURLINGTON,CT,6013,M,N,24000,5.0,0,0
Maroin,Raju,318,163-1935,DUBBERLY,LA,71024,M,Y,80000,6.0,0,1000
Leoan,Oertly,551,114-2076,RIVERTON,NJ,8076,M,Y,98000,2.630125,0,1500
Appie,Rudaz,678,114-1480,WILLIAMSON,GA,30292,M,Y,38500,6.0,0,3000
Katsuhisa,Moehrke,816,105-1335,MORRISON,MO,65061,S,N,39500,6.0,2100,0
Saburo,Reeves,207,127-1015,WATERVILLE,ME,4901,S,N,81000,8.5,2850,0
Shaun,Mitusi,541,174-1050,REDMOND,OR,97756,M,N,14500,9.0,0,0
Hermann,Marquard,302,186-1661,WILMINGTON,DE,19893,S,N,95000,5.95,110,0
Kincho,Notz,507,185-1950,DULUTH,MN,55801,S,N,21500,5.402828,3300,0
Yousong,Kahale,401,119-1788,SLOCUM,RI,2877,M,Y,1500,0.0,0,0
Ranjeev,Terral,970,183-1241,MANASSA,CO,81141,M,Y,1000,4.63,0,0
Nicu,Stockmeyer,253,149-1606,DUPONT,WA,98327,M,Y,46500,0.0,0,0
Anzhelika,Witzgall,985,126-1314,ELM GROVE,LA,71051,M,N,89000,6.0,0,0
Jarno,Kobara,316,100-1216,DEERFIELD,KS,67838,S,N,58000,6.45,2250,0
Wernher,Cichosz,808,149-1484,KEAUHOU,HI,96739,M,Y,87000,8.25,0,1040
Hirohiko,Kreuer,609,117-1502,NORTH FORT MYERS,NJ-typoMI,7068,S,Y,60000,2.0308332,1000,1500
Pravil,Weymouth,763,130-1825,KENSINGTON,MN,56343,S,Y,38000,6.2832975,3300,3300
Dharmavani,Vrsalovic,208,130-1280,CULDESAC,ID,83524,M,Y,54000,7.8,0,3300
Achilleas,Sakurai,802,131-2006,EAST CHARLESTON-typoALMONT,MI,5833,M,N,39500,3.7909963,0,0
Fethi,Valtchev,207,142-1594,BOWDOIN,ME,4287,S,Y,87000,8.5,2850,2850
Watani,Orelup,847,189-1264,STEELEVILLE,IL,62288,M,N,28000,3.0,0,0
Constantinos,Waldschmidt,704,188-2049,CREEDMOOR,NC,27522,M,N,30000,6.361888,0,0
Sinisa,Oxenboll,701,103-1416,NECHE,ND,58265,S,Y,17000,2.1,3300,3300
Gaofeng,Bonniger,804,174-2022,ALMONT,VA-typoCT,22314,M,N,26000,5.75,0,0
Zhongyang,Nagavamsi,816,165-1592,SAINT LOUIS,MO,63128,M,Y,52000,6.0,0,1200
Jinhua,Nuzman,505,170-1282,TAOS,NM,87571,S,N,61000,5.3,3300,0
Oskari,Kankaanpaa,251,114-1253,CULLMAN,AL,35057,M,N,1000,2.6,0,0
Kalervo,Nishizawa,208,119-1532,HAMMETT,ID,83627,M,Y,17000,6.0967813,0,3300
Pin,Lugli,802,174-1726,PAWLET,VT,5761,M,N,93000,4.855404,0,0
Kasidit,Narasayya,731,150-1336,MEMPHIS-typoLA VETA,TN-typoCT,38124,M,N,20000,0.0,0,0
Farooq,Widjojo,808,194-1605,LAHAINA,HI,96767,S,Y,44000,8.25,1040,1040
Nora,Leeser,580,116-1140,HOLDENVILLE,OK,74848,M,Y,44500,6.25,0,1000
Mercedes,Shephard,563,175-1512,MARCUS,IA,51035,S,N,79000,8.98,40,0
Benedito,Etzioni,253,134-1080,TACOMA,WA,98446,S,Y,95000,0.0,0,0
Lei,Hollenbach,509,135-1114,PATEROS,WA,98846,S,Y,42000,0.0,0,0
Tefko,Lauck,985,196-2021,LAFAYETTE,LA,70503,S,Y,62500,6.0,4500,1000
Hyoung,Hendren,718,160-1028,PREBLE,NY,13141,S,Y,16000,4.0463414,0,1000
Tianxu,Keronen,240,175-1389,CAPITOL HEIGHTS-typoALMONT,MD-typoWV,20791,M,Y,36000,4.75,0,2400
Shantanu,Trinidad,504,147-1973,LA PLACE,LA,70069,S,N,500,2.0,4500,0
Neil,Normoyle,541,170-2058,HAINES,OR,97833,S,Y,13500,9.0,159,159
Krishna,Humborstad,479,116-1313,DIAZ-typoALMONT,NV,72043,M,Y,3000,1.0,0,20
Naser,Darche,803,191-1226,AIKEN,SC,29802,M,N,67500,7.0,0,0
Hosahalli,Kupiec,706,119-1123,MINERAL BLUFF,GA,30559,M,N,1500,1.5999999,0,0
Ataru,Gras,307,172-1768,FORT LARAMIE,WY,82212,S,N,29500,0.0,0,0
Bader,Nittel,805,197-1745,MORGAN HILL,CA,95038,S,N,91500,9.3,87,0
Yongun,Vajtersic,501,153-1439,MOUNT HOLLY,AR,71758,M,Y,51500,7.0,0,20
Fun,Serra,314,169-1009,WINDSOR,MO,65360,M,N,500,1.5,0,0
Toshiya,Sekine,940,138-1197,AUSTIN,TX,78741,S,Y,80500,0.0,0,0
Oksana,Tsiknakis,240,169-1414,INGLESIDE,MD,21644,S,N,74500,4.75,2400,0
Yuriko,Cakir,307,161-1446,ALPINE,WY,83128,M,N,2500,0.0,0,0
Imran,Beounes,928,130-1858,BEACON FALLS,AZ-typoGA,85264,S,Y,84500,4.0247498,2100,2300
Athena,Bik,907,199-1636,DELTA JUNCTION,AK,99737,S,Y,61000,0.0,0,0
Jarek,Parris,216,116-1784,WATERLOO,OH,45688,S,N,83000,3.3012,1300,0
Feipei,Derks,410,153-1544,FREDERICK,MD,21709,M,N,99500,4.75,0,0
Ningda,Baldoza,878,196-1562,LUMBERVILLE,PA,18933,S,N,73500,3.07,0,0
Kazumitsu,Castle,434,164-1423,FORK UNION,VA,23055,S,Y,2000,2.0,900,900
Lingyuan,Banerji,401,108-1645,NORTH SMITHFIELD,RI,2896,S,N,94500,0.0,0,0
Ratko,Sridhar,802,170-1173,EAST THETFORD,VT,5043,M,N,84000,4.6763444,0,0
Basant,Koszlajda,765,111-1058,TROY,IN,47588,S,N,34000,3.4,1000,0
Wiebe,Tall,208,191-1246,KUNA,ID,83634,M,N,89500,7.8,0,0
Kenji,Dybig,502,124-1151,MAGNOLIA,KY,42757,M,Y,21000,3.0,0,20
Nauman,Posthoff,614,197-1590,NEFFS,OH,43940,S,N,1500,0.712,1300,0
Saulo,Gurrie,334,121-1773,MADISON,AL,35757,M,N,59000,5.0,0,0
Antonina,Crampes,210,149-1403,TULIA,TX,79088,S,N,50000,0.0,0,0
Itzchak,Sucheston,803,106-1318,JEFFERSON,SC,29718,M,Y,89000,7.0,0,3300
Wanjiun,Agostini,307,107-1681,BOSLER,WY,82051,S,Y,72500,0.0,0,0
Teruhiko,Praeger,435,185-2027,BRYCE CANYON,UT,84717,M,Y,52000,7.0,0,2475
Myunghwan,Latta,360,143-1505,TAHOLAH,WA,98587,M,Y,78000,0.0,0,0
Achilleas,Elenbaas,239,131-1595,LUTZ,FL,33558,M,Y,1000,0.0,0,0
Juval,Melzer,402,185-1266,ORLEANS,NE,68966,S,Y,64000,6.84,103,103
Madanpal,Agosti,605,183-1920,SAINT ONGE,SD,57779,S,N,45000,0.0,0,0
Marlo,Liskiewicz,980,111-1092,MADISON,NC,27025,S,N,26000,6.277972,3300,0
Sigalit,Ercolano,712,122-1245,SWISHER,IA,52338,S,N,33000,5.258566,40,0
Xiaofang,Hanawa,410,126-1335,PORT REPUBLIC,MD,20676,M,Y,37000,4.75,0,2400
Jozsef,Thenmozhi,937,136-1030,WAYNESFIELD,OH,45896,M,N,68000,2.803277,0,0
Tadahiko,Colmerauer,763,116-1109,DONALDSON,MN,56720,M,N,72500,7.85,0,0
Rajashekar,Linnemann,952,165-1080,CRYSTAL BAY,MN,55323,S,N,11500,5.35,3300,0
Traytcho,Horswill,605,150-2065,SOUTH SHORE,SD,57263,M,Y,87000,0.0,0,0
Eberhardt,Tano,320,144-1019,YOUNG AMERICA,MN,55594,M,Y,26000,5.6429563,0,3300
Dongmyun,Craske,203,157-2041,NIANTIC,CT,6357,S,N,18000,5.0,12750,0
Qiping,Carreras,878,165-1244,ADAH,PA,15410,M,Y,27500,3.07,0,0
Raj,Gorz,708,196-1202,EDDYVILLE,IL,62928,M,N,46000,3.0,0,0
Nizar,Seibert,605,132-1066,TEA,SD,57064,S,Y,52500,0.0,0,0
Egidio,Bitz,603,171-1684,MEREDITH,NH,3253,S,Y,41500,0.0,0,0
Arne,Yaoi,302,120-1581,ELLENDALE,DE,19941,M,Y,54500,5.575,0,110
Jaap,Boufaida,769,192-1921,SHERMAN-typoNORTH FORT MYERS,MI,38869,M,N,6500,3.6,0,0
Carter,Langtangen,843,129-1152,INMAN,SC,29349,M,Y,8000,4.8769455,0,3300
Andres,Yetim,203,132-1941,WESTON,CT,6883,S,N,43000,5.0,12750,0
Seungjong,Depommier,980,129-1336,CLIFFSIDE-typoLA VETA,NV,28024,S,Y,99000,7.8094406,3300,3300
Colleen,Trappl,551,120-1386,BUTTZVILLE,NJ,7829,S,Y,72000,2.2200832,1000,1500
Carrsten,Catto,406,167-1971,BASIN,MT,59631,S,Y,31000,6.9,1900,1900
Wibke,Bothner,240,123-2012,TAKOMA PARK-typoNORTH FORT MYERS,MD-typoIA,20913,M,Y,71000,4.75,0,2400
Hirotsugo,Raza,302,126-1990,WILMINGTON,DE,19810,S,N,30500,3.9386363,110,0
Hongzhong,Malsburg,207,184-1029,BRYANT POND,ME,4219,M,Y,73000,8.5,0,2850
Jaroslava,Koehl,406,153-1621,CANYON CREEK,MT,59633,S,Y,500,1.0,1900,1900
Jalel,Copperman,201,197-1111,MAGNOLIA,NJ,8049,S,N,65500,2.1175728,1000,0
Shinsei,Shippy,504,112-1650,FOLSOM-typoNORTH FORT MYERS,NV,70437,S,Y,19000,4.08,4500,1000
Shivendra,Deussen,602,171-1024,HAYDEN,AZ,85135,S,N,99500,4.25725,2100,0
Jamaludin,Huleihel,602,148-1190,SURPRISE,AZ,85374,S,Y,43500,3.3892498,2100,2300
Matthias,Hojati,308,130-1689,PAWNEE CITY,NE,68420,S,Y,87500,6.84,103,103
Haiming,Wischnewsky,504,120-1831,EVERGREEN,LA,71333,M,N,68500,6.0,0,0
Kajal,Piera,203,162-1520,HARTFORD,CT,6126,M,N,29000,5.0,0,0
Roded,Grana,801,192-1745,WEST JORDAN,UT,84088,S,N,10500,7.0,2475,0
Min,Moshkow,732,128-2029,ROEBLING,NJ,8554,S,N,25000,1.4788542,1000,0
Abdelsalam,Yelavich,402,136-2042,SNYDER,NE,68664,M,N,98500,6.84,0,0
Baoling,Waumans,907,144-2073,ALMONT,AK-typoWV,99644,S,Y,16500,0.0,0,0
Haleh,Rudisin,970,195-1833,STEAMBOAT SPRINGS,CO,80488,M,Y,85000,4.63,0,0
Qijia,Ratha,708,122-1094,STONEFORT,IL,62987,M,N,35000,3.0,0,0
Sakti,Lakoumentas,320,137-1595,CHASKA,MN,55318,S,Y,52500,7.0570436,3300,3300
Yiya,Zhiwei,240,189-1847,GARRETT PARK,MD,20896,S,Y,66000,4.75,2400,2400
Efthimis,Welinder,304,161-1993,COOL RIDGE,WV,25825,S,Y,28500,4.295,2000,2000
Zevi,Tobin,302,149-1356,GEORGETOWN,DE,19947,M,Y,55500,5.643182,0,110
Armar,Keirsey,269,186-1967,MILLERSBURG,MI,49759,S,Y,99500,3.9,3100,3100
Yoga,Feber,712,167-1593,MARION,IA,52302,S,N,99000,8.98,40,0
Corrado,Brook,704,199-1542,CAMP LEJEUNE,NC,28542,M,N,86000,7.5367136,0,0
Yew,Whiteley,607,126-1809,CORNWALLVILLE,NY,12418,S,Y,64500,4.3272867,0,1000
Margrit,Stadl,301,115-1225,BOWIE,MD,20718,M,Y,53000,4.75,0,2400
Alejo,Hallman,330,126-1609,AKRON-typoALMONT,OH-typoIA,44328,M,Y,49500,2.1891718,0,1300
Mayan,Leger,440,175-1312,TOLEDO,OH,43604,S,N,32000,1.6082616,1300,0
Etsujiro,Eskridge,435,181-1659,SALT LAKE CITY,UT,84109,M,N,95000,7.0,0,0
Koldo,Tibblin,605,190-1103,PINE RIDGE,SD,57770,M,Y,93000,0.0,0,0
Micha,Paradis,503,147-1303,HALFWAY,OR,97834,S,Y,100000,9.0,159,159
Burke,Leena,404,101-1361,HOSCHTON,GA,30548,S,N,65000,6.0,2700,0
Baher,Brown,303,163-1298,KIRK,CO,80824,M,Y,17500,4.63,0,0
Nesime,Pedrotti,304,125-1142,CHARLESTON,WV,25339,M,N,85000,6.5,0,0
Malur,Hallet,802,153-1726,ESSEX,VT,5451,S,Y,91000,4.815613,3300,3300
Ataru,Michalak,313,148-1025,VERNON,MI,48476,M,N,98500,3.9,0,0
Dinesh,Nagasawa,252,110-1562,ALMONT,CT,27498,S,Y,500,6.0,3300,3300
Elizabeth,Sreerama,252,146-1624,TOWNSVILLE,NC,27584,S,N,81500,7.4423075,3300,0
Teruhiro,Galatescu,571,187-1309,HARTMAN,VA-typoCT,23218,S,Y,80500,5.75,900,900
Toniann,Stomenovic,812,170-1648,DUBLIN,IN,47335,M,Y,16000,3.4,0,1000
Odysseas,Beer,716,136-1391,CASTLE POINT,NY,12511,M,Y,70000,4.359146,0,1000
Radomir,Ratz,787,144-1357,MANATI,PR,674,M,N,94500,0.0,0,0
Qingda,Wong,401,161-1667,PASCOAG,RI,2859,S,N,93500,0.0,0,0
Springer,Kroon,808,117-1628,HONOLULU,HI,96822,S,Y,17500,4.194079,1040,1040
Hiromi,Dimitoglou,304,133-1097,GLEN JEAN,WV,25846,S,Y,88000,6.5,2000,2000
Aviram,Guzdial,907,139-1438,FORT YUKON,AK,99740,S,N,8000,0.0,0,0
Wilko,Mondadori,859,155-1430,ESSIE,KY,40827,M,Y,95500,6.0,0,20
Yagil,Placide,501,147-1839,AUBREY,AR,72311,M,N,68000,7.0,0,0
Nariman,Buekenhout,970,179-1203,AURORA,CO,80017,M,Y,7500,4.63,0,0
Tran,Kameya,304,183-1968,ROMNEY,WV,26757,S,N,12000,3.14,2000,0
Hosahalli,Heiser,509,174-1219,GREENACRES,WA,99016,S,N,63500,0.0,0,0
Iwao,Rinn,402,121-1456,HARVARD,NE,68944,M,Y,59000,6.84,0,103
Milvio,Rilling,435,133-1960,LA SAL,UT,84530,M,Y,80500,7.0,0,2475
Baiju,Noack,856,135-1643,LEEDS POINT,NJ,8220,S,N,99500,2.6537814,1000,0
Ghislaine,Christinaz,256,170-1708,CUSSETA,AL,36852,S,N,3500,5.0,1500,0
Josyula,Kranakis,918,175-1180,TULSA,OK,74193,S,Y,73000,6.25,1000,1000
Ramarao,Tzannes,603,161-1342,HILLSBOROUGH,NH,3244,M,Y,39500,0.0,0,0
Rockford,Radivojevic,401,112-1497,FORESTDALE,RI,2824,M,Y,2500,0.0,0,0
Rossella,Aigrain,276,138-1818,ASHLAND,VA,23005,M,N,68000,5.75,0,0
Tullio,Dashofy,608,124-1382,GALLOWAY,WI,54432,S,Y,91000,6.0275416,700,400
Muralidhar,Arentze,701,106-1772,VOLTAIRE,ND,58792,M,N,42000,2.2425847,0,0
Ina,Tollander,904,132-1490,HORSESHOE BEACH,FL,32648,M,N,7500,0.0,0,0
Leslie,Mooers,614,114-1333,GROVER HILL,OH,45849,M,N,95500,3.716136,0,0
Laure,Nocker,828,168-1533,AULANDER,NC,27805,S,N,85500,7.5262237,3300,0
Dusanka,Partove,701,128-1348,DICKINSON,ND,58601,S,Y,1500,2.1,3300,3300
Darice,Gidron,601,129-1188,GRENADA,MS,38901,M,Y,95500,5.0,0,1500
Jacque,Barr,859,198-1429,LA VETA,KY-typoWV,40366,S,N,13500,2.5833333,20,0
Armen,Inuo,567,172-1304,MOUNT HOPE,OH,44660,M,N,74000,3.0024462,0,0
Lihu,Duparc,319,178-1319,SIOUX CITY,IA,51108,M,Y,47500,7.4970455,0,40
Hannes,Suermann,603,170-1601,SULLIVAN,NH,3445,S,Y,74500,0.0,0,0
Giampio,Stiver,270,151-1268,LEXINGTON,KY,40582,S,Y,29000,3.4444444,20,20
TakaHide,Farris,401,185-1532,EAST PROVIDENCE,RI,2914,M,N,42000,0.0,0,0
Yaoqing,Aidoud,580,150-2013,HARTMAN,OK-typoWV,74136,M,Y,99000,6.25,0,1000
Jason,Waroquier,208,100-1880,STANLEY,ID,83278,S,N,66500,7.8,3300,0
Bouchung,Jayaprakash,701,166-1996,WILTON,ND,58579,M,N,59500,2.4454489,0,0
Masayuki,Spong,435,161-1385,HYDE PARK,UT,84318,M,N,37000,7.0,0,0
Dzung,Nedjah,414,168-1770,MILWAUKEE,WI,53268,M,N,60500,5.4975996,0,0
Kumud,Zabele,319,189-2031,SHERRILL,IA,52073,S,N,18500,3.0200863,40,0
Insup,Melton,931,119-2045,ATWOOD,TN,38220,M,Y,52500,0.0,0,0
Merritt,Subhlok,719,120-1922,COLORADO SPRINGS,CO,80941,S,N,31000,4.63,0,0
Rosemary,Fulcher,937,115-2048,LITHOPOLIS,OH,43136,S,Y,67500,2.7866797,1300,1300
Jonna,Schwabacher,302,130-1214,HOCKESSIN,DE,19707,S,Y,23500,3.4613638,110,110
Aris,Lafortune,307,120-1253,BEDFORD,WY,83112,S,Y,70000,0.0,0,0
Shaodi,Junkin,808,143-1773,HONOLULU,HI,96818,S,N,59000,8.25,1040,0
Ronda,Wernecke,662,102-1310,WIGGINS,MS,39577,S,N,78000,5.0,6000,0
Tarun,Umkehrer,813,149-1069,SILVER SPRINGS,FL,34488,S,N,21000,0.0,0,0
Ibibia,Even,606,158-1319,ROSINE,KY,42370,M,Y,8000,2.2777777,0,20
Verlynda,Leguy,787,189-1746,SAN JUAN,PR,917,M,N,19500,0.0,0,0
Shambhu,Hagerman,787,185-1134,CAROLINA,PR,988,S,N,9500,0.0,0,0
Harvey,DiGiano,302,198-1170,WILMINGTON,DE,19805,M,Y,19000,3.1545453,0,110
Kyuchul,Ziauddin,918,191-1175,PERRY,OK,73077,M,Y,33500,6.25,0,1000
Chandrajit,Wiseman,605,135-1428,SIOUX FALLS,SD,57197,M,Y,61500,0.0,0,0
Wenjie,Ballim,307,106-1173,BOULDER,WY,82923,M,Y,94500,0.0,0,0
Steen,Dang,802,149-1336,BURLINGTON,VT,5402,M,N,73500,4.467442,0,0
Euripides,Babu,878,166-1246,COLVER,PA,15927,S,Y,18500,3.07,0,0
Debashish,Shimojo,804,176-1845,MILFORD,VA,22514,M,N,95000,5.75,0,0
Mahadev,Hallman,727,186-1516,FORT LAUDERDALE,FL,33336,M,Y,31000,0.0,0,0
Horward,Gips,302,133-1799,WOODSIDE-typoLA VETA,WV,19980,M,N,19500,3.1886363,0,0
Sham,Sahidar,501,165-1936,NEW EDINBURG,AR,71660,S,Y,62500,7.0,20,20
Nayyer,Kurian,714,146-1652,SANTA MARIA,CA,93457,M,N,79500,9.3,0,0
Huaiyuan,Prochazka,202,153-1285,WASHINGTON,DC,20510,S,N,13500,5.2875,1370,0
Galina,Klimov,928,162-1887,ARLINGTON,AZ,85322,M,Y,93500,4.16425,0,2300
Yong,McCaig,469,107-1985,MABANK,TX,75147,S,Y,42000,0.0,0,0
Pozung,Gwinn,307,105-1854,LINCH,WY,82640,S,Y,93500,0.0,0,0
Huapeng,Dervin,561,150-2077,PALM BAY,FL,32908,M,Y,47500,0.0,0,0
Hidehisa,Stocker,505,140-1682,ALBUQUERQUE,NM,87194,M,N,98500,5.3,0,0
Marcian,Svensson,478,166-1526,OFFERMAN,GA,31556,M,Y,22000,6.0,0,3000
Hyuk,Villain,401,151-2012,CUMBERLAND,RI,2864,S,Y,25000,0.0,0,0
Felipe,Ellozy,769,155-1759,CRUGER,MS,38924,M,Y,35500,5.0,0,1500
Persi,Lapid,415,154-2002,YUCAIPA,CA,92399,S,Y,16000,3.2854626,87,272
Volkmar,Gilleron,406,153-1505,BOZEMAN,MT,59717,M,N,8500,4.153448,0,0
Abdechahid,Shackel,505,137-1345,REGINA,NM,87046,S,N,21500,5.3,3300,0
Changwoo,Mosciatti,307,138-1822,HORSE CREEK,WY,82061,M,Y,56000,0.0,0,0
Kimmo,Ayers,860,130-1330,WEST HAVEN,CT,6516,S,N,79500,5.0,12750,0
Isidor,Pilouk,843,126-1666,HEMINGWAY,SC,29554,M,N,93500,7.0,0,0
Hian,Kalp,732,183-2026,MOUNT ARLINGTON,NJ,7856,S,N,98500,2.6380105,1000,0
Renzo,Crivelli,267,173-1681,HYDETOWN,PA,16328,S,Y,39500,3.07,0,0
Akash,Broodsky,603,137-1070,CAMPTON,NH,3223,S,Y,64000,0.0,0,0
Forrest,Seggelke,316,142-1410,BEVERLY,KS,67423,M,N,55500,6.45,0,0
Iara,Banning,763,163-1829,EVANSVILLE,MN,56326,S,N,47000,6.7635536,3300,0
Pradeep,Kroeger,563,167-1130,OSKALOOSA,IA,52577,M,N,44000,6.9567227,0,0
Audrey,DasSarma,952,119-1031,ISANTI,MN,55040,M,N,55500,7.217129,0,0
Steven,Garnham,859,133-1562,BETHELRIDGE,KY,42516,S,N,70500,5.75,20,0
Bogong,Merlo,706,160-1741,COLUMBUS,GA,31998,S,Y,88000,6.0,2700,3000
Tedd,Paleologo,304,150-1065,MAMMOTH,WV,25132,M,Y,70500,6.5,0,2000
Anant,Heusch,308,179-2026,MANLEY,NE,68403,M,Y,46000,6.84,0,103
Gunes,Padman,563,149-1971,FORT ATKINSON,IA,52144,M,N,76000,8.98,0,0
Vitaly,Soutyrina,351,192-1311,NORTH FORT MYERS,CT,1525,M,Y,72000,5.3,0,1000
Paritosh,Leufke,808,113-1092,HALEIWA,HI,96712,M,N,79500,8.25,0,0
Xunwei,Kandlur,787,153-1169,GUAYNABO,PR,970,M,Y,94500,0.0,0,0
Sibsankar,Sikka,808,149-1927,HONOLULU,HI,96811,M,Y,48000,8.25,0,1040
Anisoara,Bonacina,859,180-1642,OWENSBORO,KY,42301,M,N,98500,6.0,0,0
Dragomir,Steingart,715,196-1144,CECIL,WI,54111,M,N,83000,5.8885403,0,0
Sherwood,Kabatianski,208,177-1933,BOISE,ID,83725,M,Y,14500,5.387107,0,3300
Chahab,Malhis,605,139-1718,YANKTON,SD,57078,S,Y,27000,0.0,0,0
Remco,Musen,701,185-1608,EPPING,ND,58843,S,Y,7500,2.1,3300,3300
Moira,Zaccagnini,301,125-2048,PERRYVILLE,MD,21903,S,N,96000,4.75,2400,0
Yannik,d'Acierno,312,118-1072,MADISON LAKE,IA,62355,S,Y,34500,3.0,2000,2000
Constantin,Belkhatir,907,108-1617,CHICKEN,AK,99732,M,N,55000,0.0,0,0
Alipio,Manago,307,106-1026,EVANSTON,WY,82930,S,N,2000,0.0,0,0
Lutz,Ostvold,864,139-1486,COWARD,SC,29530,S,Y,9000,5.3146887,3300,3300
Xenofon,Smotroff,432,139-2031,WINNIE-typoLA VETA,IA,77665,S,N,6500,0.0,0,0
Linas,Sippi,913,193-1845,STARK,KS,66775,S,Y,31000,6.45,2250,2250
Moritz,Radzik,207,130-1451,ROCKWOOD,ME,4478,S,Y,63500,8.5,2850,2850
Motofumi,Groenboom,785,164-1673,TOPEKA-typoALMONT,WV,66652,S,Y,84500,6.45,2250,2250
Malek,Verhofstadt,770,146-1275,WAYNESVILLE,GA,31566,S,N,14000,6.0,2700,0
Wenqui,Crubille,435,172-1424,MEADOW,UT,84644,M,N,58500,7.0,0,0
Zakaria,Benatallah,870,106-2004,CASH,AR,72421,M,Y,98500,7.0,0,20
Kalervo,Bakhtari,208,180-1333,HAYDEN,ID,83835,M,Y,92500,7.8,0,3300
Tobias,Luksch,985,147-1880,SONDHEIMER,LA,71276,S,Y,94000,6.0,4500,1000
Baltasar,Minor,207,180-1026,SANGERVILLE,ME,4479,S,Y,69000,8.5,2850,2850
Suhir,Wile,435,152-1167,ALPINE,UT,84004,M,N,2500,4.530116,0,0
Rachida,Layne,971,151-2073,PACIFIC CITY,OR,97135,M,N,11500,9.0,0,0
Innes,Merhav,567,172-1282,KIRBY,OH,43330,S,Y,3000,0.712,1300,1300
Sukemitsu,Tchernykh,618,164-1902,FRANKFORT HEIGHTS,IL,62840,M,N,6000,3.0,0,0
Hyunki,Moilanen,308,189-1838,BELLWOOD,NE,68624,S,Y,22000,6.04083,103,103
Ray,Emden,209,196-2078,SMARTSVILLE,CA,95977,S,N,45500,9.3,87,0
Bart,Shermer,605,135-1286,MILLER,SD,57362,S,N,58500,0.0,0,0
LouAnna,Fierens,303,123-1538,NIWOT,CO,80544,S,Y,58500,4.63,0,0
Konstantin,DeJean,912,131-2081,LA VETA,GA-typoMI,39842,M,N,79000,6.0,0,0
Maurita,Golgstein,617,111-1281,HINGHAM,MA,2044,M,N,54000,5.3,0,0
Hidemi,Kuvayev,907,171-1429,NUIQSUT,AK,99789,S,N,2000,0.0,0,0
Huaxiong,Gubitoso,317,133-1936,STATE LINE,IN,47982,S,N,23500,3.4,1000,0
Lorinda,Spelke,973,128-1190,CLINTON,NJ,8809,S,Y,10000,1.4,1000,1500
Yingfei,Rayko,605,154-1503,SUMMIT,SD,57266,M,Y,62000,0.0,0,0
Erling,Andreasen,720,176-1430,LITTLETON,CO,80166,M,N,61000,4.63,0,0
Rahul,Sassano,801,107-1974,HYRUM,UT,84319,M,N,500,2.3,0,0
